,Brand,Product Name,Category,Production Year ,Link to Product Pic,Wholesale Price (Ib),Market Price (Ib),Profit Made,Profit Margin,Latest Url
0,Sanderson Farms,Whole Chicken No Giblets,Whole Chicken ,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20whole%20chicken.png,$1.19,$1.49,$0.30,26.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Whole%20Chicken.png
1,Sanderson Farms,Whole Chicken Spatchcook,Whole Chicken ,2025,https://storage.googleapis.com/aysa-meat-pics/chicken%20whole%20chicken%20%20spatchcook%20c%20.jpeg,$1.31,$2.49,$1.18,91.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Whole%20Chicken%20%20Spatchcook%20C%20.jpeg
2,Sanderson Farms,Chicken Wings Split,Chicken Wings,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20wings%20.webp,$1.73,$3.49,$1.76,102.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Wings%20.webp
3,Sanderson Farms,Chicken Wings Drumettes,Chicken Wings,2025,https://storage.googleapis.com/aysa-meat-pics/chicken%20wings%20drumettes.jpeg,$1.82,$3.99,$2.17,120.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg
4,Sanderson Farms,Chicken Drumsticks Skin-on,Chicken Drumsticks ,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20drumsticks%20.webp,$0.55,$1.29,$0.74,135.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Drumsticks%20.webp
5,Sanderson Farms,Chicken Drumsticks Skinless,Chicken Drumsticks ,2025,https://storage.googleapis.com/aysa-meat-pics/chicken%20drumsticks%20skinless.jpeg,$0.66,$1.79,$1.13,172.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg
6,Sanderson Farms,Chicken Breast Boneless/Skinless,Chicken Breast ,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$2.03,$2.99,$0.96,48.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
7,Sanderson Farms,Chicken Breast Bone-in Skin-on,Chicken Breast ,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$1.74,$1.99,$0.25,15.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
8,Sanderson Farms,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2025,https://storage.googleapis.com/aysa-meats/chicken%20strips.jpeg,$2.53,$4.99,$2.46,98.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg
9,Sanderson Farms,Chicken Thighs Boneless/Skinless,Chicken Thighs,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20thighs.png,$1.91,$2.49,$0.58,31.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Thighs.png
10,Sanderson Farms,Chicken Thighs Bone-in Skin-on,Chicken Thighs,2025,https://storage.googleapis.com/aysa-meats/chicken%20thighs.jpeg,$0.88,$1.59,$0.71,81.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg
11,Sanderson Farms,Chicken Legs Leg Quarters,Chicken Legs,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.56,$0.99,$0.43,77.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
12,Sanderson Farms,Chicken Legs Whole Leg,Chicken Legs,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.90,$1.49,$0.59,66.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
13,Sanderson Farms,Whole Chicken No Giblets,Whole Chicken ,2024,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20whole%20chicken.png,$1.10,$1.84,$0.74,68.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Whole%20Chicken.png
14,Sanderson Farms,Whole Chicken Spatchcook,Whole Chicken ,2024,https://storage.googleapis.com/aysa-meat-pics/chicken%20whole%20chicken%20%20spatchcook%20c%20.jpeg,$1.10,$1.84,$0.74,68.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Whole%20Chicken%20%20Spatchcook%20C%20.jpeg
15,Sanderson Farms,Chicken Wings Split,Chicken Wings,2024,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20wings%20.webp,$3.00,$4.34,$1.34,45.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Wings%20.webp
16,Sanderson Farms,Chicken Wings Drumettes,Chicken Wings,2024,https://storage.googleapis.com/aysa-meat-pics/chicken%20wings%20drumettes.jpeg,$1.65,$3.79,$2.14,130.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg
17,Sanderson Farms,Chicken Drumsticks Skin-on,Chicken Drumsticks,2024,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20drumsticks%20.webp,$0.52,$1.19,$0.67,129.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Drumsticks%20.webp
18,Sanderson Farms,Chicken Drumsticks Skinless,Chicken Drumsticks,2024,https://storage.googleapis.com/aysa-meat-pics/chicken%20drumsticks%20skinless.jpeg,$0.62,$1.69,$1.07,171.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg
19,Sanderson Farms,Chicken Breast Boneless/Skinless,Chicken Breast ,2024,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$1.95,$2.79,$0.84,44.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
20,Sanderson Farms,Chicken Breast Bone-in Skin-on,Chicken Breast ,2024,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$1.68,$1.89,$0.21,13.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
21,Sanderson Farms,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2024,https://storage.googleapis.com/aysa-meats/chicken%20strips.jpeg,$2.40,$4.69,$2.29,96.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg
22,Sanderson Farms,Chicken Thighs Boneless/Skinless,Chicken Thighs,2024,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20thighs.png,$1.85,$2.29,$0.44,24.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Thighs.png
23,Sanderson Farms,Chicken Thighs Bone-in Skin-on,Chicken Thighs,2024,https://storage.googleapis.com/aysa-meats/chicken%20thighs.jpeg,$0.84,$1.49,$0.65,78.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg
24,Sanderson Farms,Chicken Legs Leg Quarters,Chicken Legs,2024,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.53,$0.95,$0.42,80.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
25,Sanderson Farms,Chicken Legs Whole Leg,Chicken Legs,2024,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.87,$1.39,$0.52,60.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
26,Sanderson Farms,Whole Chicken No Giblets,Whole Chicken ,2023,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20whole%20chicken.png,$1.15,$1.80,$0.65,57.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Whole%20Chicken.png
27,Sanderson Farms,Whole Chicken Spatchcook,Whole Chicken ,2023,https://storage.googleapis.com/aysa-meat-pics/chicken%20whole%20chicken%20%20spatchcook%20c%20.jpeg,$1.15,$1.80,$0.65,57.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Whole%20Chicken%20%20Spatchcook%20C%20.jpeg
28,Sanderson Farms,Chicken Wings Split,Chicken Wings,2023,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20wings%20.webp,$2.80,$4.15,$1.35,49.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Wings%20.webp
29,Sanderson Farms,Chicken Wings Drumettes,Chicken Wings,2023,https://storage.googleapis.com/aysa-meat-pics/chicken%20wings%20drumettes.jpeg,$1.65,$3.79,$2.14,130.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg
30,Sanderson Farms,Chicken Drumsticks Skin-on,Chicken Drumsticks,2023,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20drumsticks%20.webp,$0.52,$1.19,$0.67,129.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Drumsticks%20.webp
31,Sanderson Farms,Chicken Drumsticks Skinless,Chicken Drumsticks,2023,https://storage.googleapis.com/aysa-meat-pics/chicken%20drumsticks%20skinless.jpeg,$0.62,$1.69,$1.07,171.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg
32,Sanderson Farms,Chicken Breast Boneless/Skinless,Chicken Breast ,2023,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$1.95,$2.79,$0.84,44.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
33,Sanderson Farms,Chicken Breast Bone-in Skin-on,Chicken Breast ,2023,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$1.68,$1.89,$0.21,13.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
34,Sanderson Farms,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2023,https://storage.googleapis.com/aysa-meats/chicken%20strips.jpeg,$2.40,$4.69,$2.29,96.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg
35,Sanderson Farms,Chicken Thighs Boneless/Skinless,Chicken Thighs,2023,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20thighs.png,$1.85,$2.29,$0.44,24.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Thighs.png
36,Sanderson Farms,Chicken Thighs Bone-in Skin-on,Chicken Thighs,2023,https://storage.googleapis.com/aysa-meats/chicken%20thighs.jpeg,$0.84,$1.49,$0.65,78.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg
37,Sanderson Farms,Chicken Legs Leg Quarters,Chicken Legs,2023,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.53,$0.95,$0.42,80.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
38,Sanderson Farms,Chicken Legs Whole Leg,Chicken Legs,2023,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.87,$1.39,$0.52,60.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
39,Sanderson Farms,Whole Chicken No Giblets,Whole Chicken ,2022,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20whole%20chicken.png,$1.10,$1.70,$0.60,55.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Whole%20Chicken.png
40,Sanderson Farms,Whole Chicken Spatchcook,Whole Chicken ,2022,https://storage.googleapis.com/aysa-meat-pics/chicken%20whole%20chicken%20%20spatchcook%20c%20.jpeg,$1.10,$1.70,$0.60,55.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Whole%20Chicken%20%20Spatchcook%20C%20.jpeg
41,Sanderson Farms,Chicken Wings Split,Chicken Wings,2022,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20wings%20.webp,$2.60,$3.85,$1.25,49.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Wings%20.webp
42,Sanderson Farms,Chicken Wings Drumettes,Chicken Wings,2022,https://storage.googleapis.com/aysa-meat-pics/chicken%20wings%20drumettes.jpeg,$1.65,$3.79,$2.14,130.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg
43,Sanderson Farms,Chicken Drumsticks Skin-on,Chicken Drumsticks,2022,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20drumsticks%20.webp,$0.52,$1.19,$0.67,129.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Drumsticks%20.webp
44,Sanderson Farms,Chicken Drumsticks Skinless,Chicken Drumsticks,2022,https://storage.googleapis.com/aysa-meat-pics/chicken%20drumsticks%20skinless.jpeg,$0.62,$1.69,$1.07,171.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg
45,Sanderson Farms,Chicken Breast Boneless/Skinless,Chicken Breast ,2022,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$1.95,$2.79,$0.84,44.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
46,Sanderson Farms,Chicken Breast Bone-in Skin-on,Chicken Breast ,2022,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$1.68,$1.89,$0.21,13.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
47,Sanderson Farms,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2022,https://storage.googleapis.com/aysa-meats/chicken%20strips.jpeg,$2.40,$4.69,$2.29,96.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg
48,Sanderson Farms,Chicken Thighs Boneless/Skinless,Chicken Thighs,2022,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20thighs.png,$1.85,$2.29,$0.44,24.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Thighs.png
49,Sanderson Farms,Chicken Thighs Bone-in Skin-on,Chicken Thighs,2022,https://storage.googleapis.com/aysa-meats/chicken%20thighs.jpeg,$0.84,$1.49,$0.65,78.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg
50,Sanderson Farms,Chicken Legs Leg Quarters,Chicken Legs,2022,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.53,$0.95,$0.42,80.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
51,Sanderson Farms,Chicken Legs Whole Leg,Chicken Legs,2022,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.87,$1.39,$0.52,60.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
52,Sanderson Farms,Whole Chicken No Giblets,Whole Chicken ,2021,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20whole%20chicken.png,$1.05,$1.60,$0.55,53.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Whole%20Chicken.png
53,Sanderson Farms,Whole Chicken Spatchcook,Whole Chicken ,2021,https://storage.googleapis.com/aysa-meat-pics/chicken%20whole%20chicken%20%20spatchcook%20c%20.jpeg,$1.05,$1.60,$0.55,53.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Whole%20Chicken%20%20Spatchcook%20C%20.jpeg
54,Sanderson Farms,Chicken Wings Split,Chicken Wings,2021,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20wings%20.webp,$2.40,$3.55,$1.15,48.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Wings%20.webp
55,Sanderson Farms,Chicken Wings Drumettes,Chicken Wings,2021,https://storage.googleapis.com/aysa-meat-pics/chicken%20wings%20drumettes.jpeg,$1.65,$3.79,$2.14,130.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg
56,Sanderson Farms,Chicken Drumsticks Skin-on,Chicken Drumsticks,2021,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20drumsticks%20.webp,$0.52,$1.19,$0.67,129.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Drumsticks%20.webp
57,Sanderson Farms,Chicken Drumsticks Skinless,Chicken Drumsticks,2021,https://storage.googleapis.com/aysa-meat-pics/chicken%20drumsticks%20skinless.jpeg,$0.62,$1.69,$1.07,171.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg
58,Sanderson Farms,Chicken Breast Boneless/Skinless,Chicken Breast ,2021,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$1.95,$2.79,$0.84,44.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
59,Sanderson Farms,Chicken Breast Bone-in Skin-on,Chicken Breast ,2021,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20breast.png,$1.68,$1.89,$0.21,13.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Breast.png
60,Sanderson Farms,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2021,https://storage.googleapis.com/aysa-meats/chicken%20strips.jpeg,$2.40,$4.69,$2.29,96.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg
61,Sanderson Farms,Chicken Thighs Boneless/Skinless,Chicken Thighs,2021,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20thighs.png,$1.85,$2.29,$0.44,24.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Thighs.png
62,Sanderson Farms,Chicken Thighs Bone-in Skin-on,Chicken Thighs,2021,https://storage.googleapis.com/aysa-meats/chicken%20thighs.jpeg,$0.84,$1.49,$0.65,78.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg
63,Sanderson Farms,Chicken Legs Leg Quarters,Chicken Legs,2021,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.53,$0.95,$0.42,80.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
64,Sanderson Farms,Chicken Legs Whole Leg,Chicken Legs,2021,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.87,$1.39,$0.52,60.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
65,Pilgrim's Pride,Whole Chicken No Giblets,Whole Chicken ,2025,https://storage.googleapis.com/aysa-meats/checken%20whole%20chicken.jpeg,$1.18,$1.59,$0.41,35.00%,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg
66,Pilgrim's Pride,Whole Chicken Spatchcook,Whole Chicken ,2025,https://storage.googleapis.com/aysa-meat-pics/chicken%20whole%20chicken%20%20spatchcook%20c%20.jpeg,$1.30,$2.59,$1.29,100.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Whole%20Chicken%20%20Spatchcook%20C%20.jpeg
67,Pilgrim's Pride,Chicken Wings Split,Chicken Wings,2025,https://storage.googleapis.com/aysa-meats/chicken%20wings.jpeg,$1.72,$3.59,$1.87,109.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Wings.jpeg
68,Pilgrim's Pride,Chicken Wings Drumettes,Chicken Wings,2025,https://storage.googleapis.com/aysa-meat-pics/chicken%20wings%20drumettes.jpeg,$1.81,$4.09,$2.28,127.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg
69,Pilgrim's Pride,Chicken Drumsticks Skin-on,Chicken Drumsticks,2025,https://storage.googleapis.com/aysa-meats/chicken%20drumstick.jpeg,$0.54,$1.39,$0.85,158.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Drumstick.jpeg
70,Pilgrim's Pride,Chicken Drumsticks Skinless,Chicken Drumsticks,2025,https://storage.googleapis.com/aysa-meat-pics/chicken%20drumsticks%20skinless.jpeg,$0.65,$1.89,$1.24,192.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg
71,Pilgrim's Pride,Chicken Strips,Chicken Strips,2025,https://storage.googleapis.com/aysa-meats/chicken%20strips.jpeg,$2.20,$4.59,$2.39,109.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg
72,Pilgrim's Pride,Chicken Breast Bone-in Breast,Chicken Breast ,2025,https://storage.googleapis.com/aysa-meats/chicken%20bone-in%20breast%20.jpeg,$1.73,$2.09,$0.36,21.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Bone-in%20Breast%20.jpeg
73,Pilgrim's Pride,Chicken Breast Boneless Breast,Chicken Breast ,2025,https://storage.googleapis.com/aysa-meats/chicken%20boneless%20breast.jpeg,$2.02,$3.19,$1.17,58.00%,https://storage.googleapis.com/aysa-meats/Chicken%20boneless%20Breast.jpeg
74,Pilgrim's Pride,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2025,https://storage.googleapis.com/aysa-meats/chicken%20strips.jpeg,$2.55,$5.09,$2.54,100.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg
75,Pilgrim's Pride,Chicken Thighs Boneless/Skinless,Chicken Thighs,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20thighs.png,$1.90,$2.59,$0.69,37.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Thighs.png
76,Pilgrim's Pride,Chicken Thighs Bone-in Skin-on,Chicken Thighs,2025,https://storage.googleapis.com/aysa-meats/chicken%20thighs.jpeg,$0.87,$1.69,$0.82,95.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg
77,Pilgrim's Pride,Chicken Legs Leg Quarters,Chicken Legs,2025,https://storage.googleapis.com/aysa-meats/chicken%20legs%20.jpeg,$0.55,$1.09,$0.54,99.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Legs%20.jpeg
78,Pilgrim's Pride,Chicken Legs Whole Leg,Chicken Legs,2025,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$0.89,$1.59,$0.70,79.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
79,Pilgrim's Pride,Whole Chicken No Giblets,Whole Chicken ,2024,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$1.15,$1.49,$0.34,30.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
80,Pilgrim's Pride,Whole Chicken Spatchcook,Whole Chicken ,2024,https://storage.googleapis.com/aysa-meats/checken%20whole%20chicken.jpeg,$1.27,$2.39,$1.13,89.00%,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg
81,Pilgrim's Pride,Chicken Wings Split,Chicken Wings,2024,https://storage.googleapis.com/aysa-meat-pics/chicken%20whole%20chicken%20%20spatchcook%20c%20.jpeg,$1.67,$3.39,$1.72,103.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Whole%20Chicken%20%20Spatchcook%20C%20.jpeg
82,Pilgrim's Pride,Chicken Wings Drumettes,Chicken Wings,2024,https://storage.googleapis.com/aysa-meats/chicken%20wings.jpeg,$1.75,$3.89,$2.14,122.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Wings.jpeg
83,Pilgrim's Pride,Chicken Drumsticks Skin-on,Chicken Drumsticks,2024,https://storage.googleapis.com/aysa-meat-pics/chicken%20wings%20drumettes.jpeg,$0.52,$1.29,$0.77,149.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg
84,Pilgrim's Pride,Chicken Drumsticks Skinless,Chicken Drumsticks,2024,https://storage.googleapis.com/aysa-meat-pics/chicken%20drumsticks%20skinless.jpeg,$0.62,$1.79,$1.17,187.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg
85,Pilgrim's Pride,Chicken Strips,Chicken Strips,2024,https://storage.googleapis.com/aysa-meat-pics/chicken%20drumsticks%20skinless.jpeg,$2.10,$4.39,$2.29,110.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg
86,Pilgrim's Pride,Chicken Breast Bone-in Breast,Chicken Breast ,2024,https://storage.googleapis.com/aysa-meats/chicken%20strips.jpeg,$1.69,$1.99,$0.30,18.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg
87,Pilgrim's Pride,Chicken Breast Boneless Breast,Chicken Breast ,2024,https://storage.googleapis.com/aysa-meats/chicken%20bone-in%20breast%20.jpeg,$1.95,$2.99,$1.04,54.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Bone-in%20Breast%20.jpeg
88,Pilgrim's Pride,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2024,https://storage.googleapis.com/aysa-meats/chicken%20boneless%20breast.jpeg,$2.45,$4.89,$2.44,100.00%,https://storage.googleapis.com/aysa-meats/Chicken%20boneless%20Breast.jpeg
89,Pilgrim's Pride,Chicken Thighs Boneless/Skinless,Chicken Thighs ,2024,https://storage.googleapis.com/aysa-meats/chicken%20strips.jpeg,$1.85,$2.39,$0.54,30.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg
90,Pilgrim's Pride,Chicken Thighs Bone-in Skin-on,Chicken Thighs ,2024,https://storage.googleapis.com/aysa-meats/chicken%20thighs.jpeg,$0.84,$1.59,$0.75,90.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg
91,Pilgrim's Pride,Chicken Legs Leg Quarters,Chicken Legs,2024,https://storage.googleapis.com/aysa-meats/chicken%20thighs.jpeg,$0.53,$0.99,$0.46,87.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg
92,Pilgrim's Pride,Chicken Legs Whole Leg,Chicken Legs,2024,https://storage.googleapis.com/aysa-meats/chicken%20legs%20.jpeg,$0.87,$1.49,$0.62,72.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Legs%20.jpeg
93,Pilgrim's Pride,Whole Chicken No Giblets,Whole Chicken ,2023,https://storage.cloud.google.com/aysa-meat-pics/sanderson%20chicken%20legs%20%20.png,$1.15,$1.49,$0.34,30.00%,https://storage.cloud.google.com/aysa-meat-pics/Sanderson%20Chicken%20Legs%20%20.png
94,Pilgrim's Pride,Whole Chicken Spatchcook,Whole Chicken ,2023,https://storage.googleapis.com/aysa-meats/checken%20whole%20chicken.jpeg,$1.27,$2.39,$1.13,89.00%,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg
95,Pilgrim's Pride,Chicken Wings Split,Chicken Wings,2023,https://storage.googleapis.com/aysa-meat-pics/chicken%20whole%20chicken%20%20spatchcook%20c%20.jpeg,$1.67,$3.39,$1.72,103.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Whole%20Chicken%20%20Spatchcook%20C%20.jpeg
96,Pilgrim's Pride,Chicken Wings Drumettes,Chicken Wings,2023,https://storage.googleapis.com/aysa-meats/chicken%20wings.jpeg,$1.75,$3.89,$2.14,122.00%,https://storage.googleapis.com/aysa-meats/Chicken%20Wings.jpeg
97,Pilgrim's Pride,Chicken Drumsticks Skin-on,Chicken Drumsticks,2023,https://storage.googleapis.com/aysa-meat-pics/chicken%20wings%20drumettes.jpeg,$0.52,$1.29,$0.77,149.00%,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg
