,Brand,Product Name,Category,Production Year ,Link to Product Pic,Wholesale Price (Ib),Market Price (Ib),Profit Made,Profit Margin,Latest Url
1633,Walmart,Nescafé Clasico 3 in 1 Instant Sticks Instant Stick Pack,Instant  ,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20instant%20soluble%20coffee.jpeg,$3.63,$4.98,$1.35,38.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Instant%20Soluble%20Coffee.jpeg
1634,Walmart,Nescafé Rich Original Capsules Espresso Pod,Espresso,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20coffee%20capsules%20(original).jpeg,$6.29,$8.98,$2.69,43.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Coffee%20Capsules%20(Original).jpeg
1635,Walmart,Nescafé Rich Original Capsules Espresso Pod Bulk,Espresso,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20coffee%20capsules%20(original).jpeg,$34.99,$49.99,$15.00,43.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Coffee%20Capsules%20(Original).jpeg
1636,Walmart,Nescafé Dolce Gusto Espresso Dolce Gusto Pod,Pod,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20coffee%20capsules%20(original).jpeg,$8.39,$11.98,$3.59,43.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Coffee%20Capsules%20(Original).jpeg
1637,Walmart,Nescafé Ready-to-Drink RTD Iced Coffee,Rready-To-Drink Iced ,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20instant%20soluble%20coffee.jpeg,$8.03,$11.48,$3.45,43.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Instant%20Soluble%20Coffee.jpeg
1638,Walmart,Nescafé Gold Decaf Jar Instant Decaf Espresso,Instant Espresso,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20instant%20soluble%20coffee.jpeg,$10.22,$13.99,$3.77,37.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Instant%20Soluble%20Coffee.jpeg
1639,Walmart,Nescafé Clasico 2 in 1 Instant Stick Pack,Instant,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20instant%20soluble%20coffee.jpeg,$7.29,$9.98,$2.69,37.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Instant%20Soluble%20Coffee.jpeg
1640,Walmart,Nescafé Clasico 3 in 1 Instant Stick Pack,Instant,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20instant%20soluble%20coffee.jpeg,$10.93,$14.98,$4.05,38.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Instant%20Soluble%20Coffee.jpeg
1641,Walmart,Nescafé Gold Decaf Instant Jar Instant Decaf,Instant Decaf,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20instant%20soluble%20coffee.jpeg,$10.93,$14.98,$4.05,38.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Instant%20Soluble%20Coffee.jpeg
1642,Walmart,Nescafé Gold Instant Cappuccino Instant Mix,Instant,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20coffee%20capsules%20(original).jpeg,$7.99,$10.98,$2.99,38.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Coffee%20Capsules%20(Original).jpeg
1643,Walmart,Nescafé Gold Roast Roast & Ground,Ground  ,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20coffee%20capsules%20(original).jpeg,$8.75,$11.98,$3.23,37.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Coffee%20Capsules%20(Original).jpeg
1644,Walmart,Nescafé Dolce Gusto Lungo Dolce Gusto Pod,Pod,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20coffee%20capsules%20(original).jpeg,$8.39,$11.98,$3.59,43.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Coffee%20Capsules%20(Original).jpeg
1645,Walmart,Nescafé Dolce Gusto Americano Dolce Gusto Pod,Pod,2025,https://storage.googleapis.com/coffee-aysa2025/nescafe%20coffee%20capsules%20(original).jpeg,$8.39,$11.98,$3.59,43.00%,https://storage.googleapis.com/coffee-aysa2025/Nescafe%20Coffee%20Capsules%20(Original).jpeg
